"us_cit","disability","gender","black","marriage_sit","education","birth_12m","native_eng","worker_type","earnings","hours","children","age","fullownership"
"yes","not disabled","male","non-black","married",22,"no","yes","private, profit",160000,40,0,30,"no"
"yes","not disabled","male","non-black","married",16,"no","yes","private, profit",57000,85,0,65,"no"
"yes","not disabled","male","non-black","married",21,"no","yes","public",35000,44,0,29,"no"
"yes","disabled","female","non-black","married",16,"yes","yes","private, non profit",4000,30,1,44,"no"
"yes","not disabled","male","non-black","never married",9,"no","yes","private, profit",30800,50,NA,41,"no"
"yes","not disabled","female","non-black","never married",17,"no","yes","public",65000,52,2,36,"yes"
"no","not disabled","male","non-black","never married",16,"no","yes","private, profit",49000,42,0,33,"no"
"no","not disabled","female","non-black","Separated/divorced",12,"no","no","private, profit",32800,40,2,27,"no"
"yes","not disabled","male","black","married",24,"no","yes","private, profit",20000,15,2,30,"no"
"yes","not disabled","female","non-black","Separated/divorced",21,"no","yes","private, profit",69000,50,0,52,"no"
"no","not disabled","female","non-black","married",16,"no","no","private, profit",22000,25,2,49,"no"
"yes","not disabled","male","non-black","never married",16,"no","yes","private, profit",99000,70,0,48,"no"
"yes","not disabled","female","non-black","married",18,"no","yes","private, profit",13300,16,0,59,"yes"
"yes","not disabled","male","black","never married",19,"no","yes","private, profit",77000,45,NA,47,"no"
"no","not disabled","male","non-black","married",21,"no","no","private, profit",110000,40,1,49,"yes"
"yes","not disabled","male","black","married",17,"no","yes","private, profit",80000,40,0,40,"no"
"no","not disabled","female","black","married",18,"no","no","private, profit",130000,40,0,35,"no"
"yes","not disabled","male","non-black","Separated/divorced",21,"no","yes","private, profit",50000,40,0,31,"no"
"yes","not disabled","male","non-black","never married",21,"no","yes","private, non profit",10000,40,0,26,"no"
"yes","disabled","male","black","never married",16,"no","yes","public",10100,21,0,49,"no"
"yes","disabled","male","non-black","married",16,"no","yes","public",15000,20,0,60,"no"
"no","not disabled","male","non-black","married",1,"no","no","private, profit",15000,40,0,36,"no"
"yes","not disabled","male","non-black","never married",16,"no","yes","private, profit",52000,52,0,43,"no"
"yes","not disabled","female","non-black","married",21,"no","yes","private, profit",65000,45,2,41,"no"
"no","not disabled","male","black","married",19,"no","no","private, profit",95000,44,1,49,"no"
"yes","not disabled","male","non-black","never married",17,"no","yes","private, non profit",40000,8,0,56,"yes"
"yes","not disabled","female","non-black","married",19,"no","yes","private, profit",20000,24,2,32,"no"
"yes","not disabled","male","non-black","married",21,"no","yes","public",90000,40,1,51,"no"
"yes","not disabled","male","non-black","never married",20,"no","yes","private, profit",35000,50,0,29,"no"
"yes","not disabled","male","black","married",20,"no","yes","private, profit",50000,45,2,41,"no"
"yes","not disabled","male","non-black","married",20,"no","yes","public",60000,40,2,29,"no"
"yes","disabled","female","non-black","Separated/divorced",21,"no","yes","private, profit",185000,40,1,59,"no"
"yes","not disabled","male","non-black","never married",20,"no","yes","private, profit",18000,24,0,27,"yes"
"yes","disabled","female","non-black","never married",21,"no","yes","private, profit",35000,40,0,29,"no"
"yes","disabled","male","non-black","Separated/divorced",20,"no","yes","public",49000,40,0,58,"no"
"yes","not disabled","female","non-black","married",22,"no","yes","self_employed",80000,50,1,57,"no"
"no","not disabled","male","non-black","never married",14,"no","no","private, profit",18000,40,0,55,"no"
"yes","disabled","male","non-black","never married",16,"no","yes","private, non profit",7400,30,NA,35,"no"
"yes","not disabled","female","non-black","never married",21,"no","yes","private, non profit",12000,60,0,55,"no"
"no","not disabled","male","black","married",22,"no","no","public",68000,40,4,38,"no"
"yes","disabled","male","non-black","married",19,"no","yes","private, profit",70000,55,0,50,"yes"
"yes","not disabled","male","non-black","married",21,"no","yes","private, profit",165000,40,1,37,"no"
"no","not disabled","female","black","Separated/divorced",22,"no","yes","public",32000,40,0,26,"yes"
"yes","not disabled","male","non-black","Separated/divorced",17,"no","yes","public",4600,40,NA,66,"no"
"no","not disabled","male","non-black","married",20,"no","no","private, profit",35000,46,1,49,"no"
"yes","not disabled","male","non-black","never married",16,"no","yes","private, profit",30000,40,0,29,"no"
"yes","not disabled","male","non-black","married",20,"no","yes","private, profit",3000,40,0,28,"no"
"yes","not disabled","male","non-black","never married",15,"no","yes","private, profit",30000,48,0,59,"yes"
"yes","not disabled","female","non-black","never married",21,"no","yes","private, non profit",48000,35,0,30,"no"
"yes","not disabled","male","non-black","married",19,"no","yes","private, profit",30000,40,2,34,"no"
"no","not disabled","female","non-black","married",16,"no","no","public",66000,70,0,61,"yes"
"no","not disabled","male","non-black","married",21,"no","no","private, profit",180000,40,1,37,"yes"
"yes","not disabled","male","non-black","married",16,"no","yes","private, profit",80000,40,0,30,"no"
"yes","not disabled","female","non-black","Separated/divorced",18,"no","yes","private, profit",49200,56,2,36,"no"
"no","not disabled","female","non-black","never married",1,"no","no","private, non profit",78000,40,0,44,"no"
"no","not disabled","male","non-black","never married",18,"no","no","private, profit",32000,35,0,63,"no"
"yes","not disabled","female","non-black","married",21,"no","yes","private, profit",54000,45,0,27,"no"
"no","not disabled","female","non-black","married",19,"yes","no","private, profit",30700,40,4,38,"yes"
"no","not disabled","male","non-black","married",19,"no","no","self_employed",12000,40,0,40,"no"
"yes","not disabled","male","non-black","married",21,"no","yes","private, profit",100000,60,0,60,"no"
"yes","not disabled","male","non-black","widowned",20,"no","yes","private, profit",19000,60,0,63,"yes"
"yes","not disabled","female","non-black","never married",22,"no","yes","private, profit",30000,30,0,32,"no"
"yes","not disabled","male","non-black","married",21,"no","yes","private, profit",190000,55,2,46,"yes"
"yes","not disabled","male","non-black","married",22,"no","no","self_employed",190000,30,1,43,"no"
"yes","not disabled","male","non-black","married",23,"no","yes","private, profit",160000,40,1,34,"no"
"yes","not disabled","female","non-black","married",21,"no","yes","private, profit",42000,34,0,47,"no"
"yes","not disabled","female","black","never married",24,"no","no","public",94000,45,0,58,"no"
"no","not disabled","female","black","married",21,"no","no","private, profit",50000,33,0,58,"no"
"yes","not disabled","male","non-black","married",16,"no","yes","private, non profit",27000,40,0,52,"yes"
"yes","not disabled","male","non-black","married",16,"no","yes","private, profit",90000,80,2,35,"no"
"no","not disabled","male","black","never married",21,"no","no","private, profit",2400,36,1,28,"no"
"yes","not disabled","male","non-black","Separated/divorced",16,"no","yes","private, profit",53000,40,0,66,"no"
"no","not disabled","male","black","never married",21,"no","yes","private, profit",44200,40,0,36,"no"
"yes","not disabled","male","non-black","married",16,"no","yes","private, profit",65000,55,0,60,"yes"
"no","not disabled","female","non-black","married",22,"no","no","private, profit",64000,40,0,40,"yes"
"no","not disabled","female","non-black","married",22,"no","no","public",53000,40,1,44,"no"
"yes","not disabled","female","non-black","Separated/divorced",20,"no","yes","private, non profit",36000,40,0,47,"no"
"no","not disabled","male","black","married",18,"no","yes","private, profit",5000,40,5,38,"no"
"no","not disabled","female","non-black","married",16,"no","no","public",50000,36,2,37,"no"
"yes","not disabled","male","black","widowned",21,"no","yes","self_employed",700,5,0,57,"no"
"yes","disabled","male","non-black","never married",19,"no","yes","private, profit",42000,50,NA,29,"no"
"no","disabled","male","non-black","never married",15,"no","no","public",670,20,NA,33,"no"
"yes","not disabled","male","non-black","married",23,"no","yes","private, profit",673000,70,0,64,"no"
"yes","not disabled","male","non-black","married",19,"no","yes","private, profit",118000,55,3,42,"no"
"yes","not disabled","male","non-black","never married",20,"no","yes","private, profit",109000,40,0,48,"no"
"yes","not disabled","female","non-black","married",22,"no","yes","private, profit",150000,40,0,60,"no"
"no","not disabled","male","non-black","married",22,"no","no","private, profit",130000,40,3,39,"no"
"no","not disabled","female","non-black","married",19,"no","no","public",7300,40,0,51,"no"
"yes","not disabled","female","non-black","never married",23,"no","no","private, profit",120000,40,0,26,"no"
"yes","not disabled","male","non-black","never married",16,"no","yes","private, profit",115000,40,0,38,"no"
"yes","not disabled","female","non-black","married",21,"no","yes","private, non profit",160000,40,0,54,"yes"
"yes","not disabled","male","non-black","married",16,"no","no","public",45000,55,5,34,"no"
"yes","not disabled","female","non-black","married",16,"no","yes","public",19000,34,0,55,"no"
"yes","not disabled","female","non-black","married",21,"no","yes","public",90000,40,2,44,"no"
"yes","disabled","female","non-black","never married",22,"no","yes","private, profit",38000,40,0,27,"no"
"no","not disabled","female","non-black","married",17,"no","no","public",80000,40,0,51,"yes"
"no","not disabled","female","non-black","never married",21,"no","no","private, profit",93000,40,0,27,"no"
"yes","disabled","female","non-black","never married",21,"no","yes","private, profit",80000,40,0,27,"no"
"yes","not disabled","female","non-black","married",19,"no","yes","private, profit",42000,40,0,26,"no"
"yes","not disabled","male","non-black","married",1,"no","yes","private, profit",40000,50,0,52,"no"
"yes","not disabled","male","non-black","married",21,"no","yes","private, profit",90000,40,0,26,"no"
"yes","not disabled","female","non-black","married",22,"no","yes","public",65000,40,0,35,"no"
"no","not disabled","male","non-black","married",18,"no","no","self_employed",18000,48,1,29,"yes"
"yes","not disabled","female","black","Separated/divorced",16,"no","yes","private, profit",67000,40,0,54,"no"
"yes","not disabled","male","non-black","married",16,"no","yes","public",75000,40,1,54,"no"
"yes","not disabled","female","black","Separated/divorced",21,"no","yes","private, profit",40000,40,0,42,"no"
"yes","not disabled","male","non-black","Separated/divorced",16,"no","yes","private, profit",46000,40,1,57,"no"
"no","not disabled","female","black","married",18,"no","yes","public",42000,40,0,56,"no"
"yes","not disabled","male","non-black","married",21,"no","yes","private, profit",150000,40,1,52,"no"
"yes","not disabled","male","non-black","never married",15,"no","no","private, profit",42600,48,5,30,"no"
"yes","not disabled","male","non-black","never married",17,"no","yes","private, profit",6000,20,0,33,"yes"
"no","not disabled","male","non-black","married",17,"no","no","private, profit",119000,40,0,61,"no"
"no","disabled","female","non-black","never married",21,"no","no","public",30100,40,0,27,"no"
